,id,usuario,tipo_video,codigo,duracion_min,calorias_quemadas,fecha
955,76,user01,rutina cardio,vid001,19,173,2026-02-22
956,165,user03,entrenamiento fuerza,vid002,30,146,2026-02-24
957,39,user04,yoga,vid003,20,400,2026-02-04
958,67,user01,entrenamiento fuerza,vid002,30,224,2026-01-28
959,179,user04,rutina cardio,vid001,19,326,2026-02-18
960,147,user04,rutina cardio,vid001,19,132,2026-02-16
961,50,user02,yoga,vid003,20,254,2026-02-05
962,55,user03,yoga,vid003,20,253,2026-02-15
963,102,user04,entrenamiento fuerza,vid002,30,370,2026-01-15
964,153,user03,entrenamiento fuerza,vid002,30,216,2026-01-03
965,106,user03,rutina cardio,vid001,19,286,2026-02-11
966,152,user03,rutina cardio,vid001,19,235,2026-02-04
967,185,user02,yoga,vid003,20,215,2026-02-09
968,157,user02,rutina cardio,vid001,19,191,2026-01-26
969,57,user02,rutina cardio,vid001,19,309,2026-01-20
970,84,user01,entrenamiento fuerza,vid002,30,179,2026-01-13
971,128,user04,entrenamiento fuerza,vid002,30,187,2026-01-17
972,109,user04,entrenamiento fuerza,vid002,30,339,2026-01-26
973,98,user01,entrenamiento fuerza,vid002,30,179,2026-02-15
974,103,user03,rutina cardio,vid001,19,143,2026-01-29
975,37,user01,entrenamiento fuerza,vid002,30,224,2026-02-23
976,182,user01,yoga,vid003,20,80,2026-02-24
977,200,user03,entrenamiento fuerza,vid002,30,129,2026-03-03
978,31,user03,rutina cardio,vid001,19,62,2026-02-20
979,92,user03,entrenamiento fuerza,vid002,30,189,2026-01-24
980,119,user03,entrenamiento fuerza,vid002,30,399,2026-02-03
981,53,user01,entrenamiento fuerza,vid002,30,125,2026-01-06
982,179,user02,entrenamiento fuerza,vid002,30,231,2026-01-05
983,144,user02,yoga,vid003,20,89,2026-01-06
984,178,user01,entrenamiento fuerza,vid002,30,84,2026-02-21
985,96,user02,rutina cardio,vid001,19,89,2026-02-16
986,127,user02,rutina cardio,vid001,19,339,2026-02-21
987,15,user01,entrenamiento fuerza,vid002,30,170,2026-01-06
988,12,user04,yoga,vid003,20,245,2026-01-15
989,145,user01,yoga,vid003,20,123,2026-01-28
990,28,user03,yoga,vid003,20,191,2026-02-18
991,57,user01,entrenamiento fuerza,vid002,30,84,2026-01-31
992,18,user04,yoga,vid003,20,257,2026-02-16
993,166,user02,rutina cardio,vid001,19,212,2026-01-22
994,109,user02,yoga,vid003,20,274,2026-01-14
995,8,user03,yoga,vid003,20,141,2026-02-07
996,95,user04,rutina cardio,vid001,19,389,2026-02-16
997,2,user03,entrenamiento fuerza,vid002,30,116,2026-01-12
998,90,user01,entrenamiento fuerza,vid002,30,187,2026-01-19
999,131,user01,rutina cardio,vid001,19,337,2026-01-24
